borough,age,gpa,days_missed,major,full_time,freshman,first_generation,employed,pell_grant,grade
Bronx,27.747593887991282,3.3125861912561425,9.002187057140365,Computer Information Systems,1,0,0,1,1,P
Bronx,10.666381109451828,2.6583988830710186,4.287855231585597,Computer Information Systems,1,1,1,1,0,P
Manhattan,24.475667429981094,2.4143041161765386,3.3509586465331673,Computer Information Systems,1,1,0,1,1,P
Outside NYC,25.522458591403115,2.796474368042631,6.266785842276499,Computer Science,1,1,1,0,0,P
Manhattan,23.11450972507458,3.2227060955589737,6.57066238592048,Computer Information Systems,1,1,1,0,1,P
Outside NYC,25.6150611113484,3.7736421405603373,7.372764655692197,Computer Information Systems,1,1,1,1,1,P
Outside NYC,18.91927856167352,4.089682122885298,0.6728641706309517,Computer Science,0,1,1,0,0,P
Bronx,23.98846419081342,3.2096415856591594,13.320209902057565,Computer Information Systems,1,1,0,0,1,P
Brooklyn,23.109820918394373,2.7096230375446875,-0.23488534148632123,Computer Information Systems,0,0,0,0,1,P
Manhattan,22.41927562605278,3.445928048112876,5.850865518602718,Computer Science,1,0,1,1,1,P
Queens,18.267507399305714,3.560867731748004,7.679688247638874,Computer Information Systems,1,0,0,1,0,P
Bronx,24.838212203225993,3.104828103804233,11.058368918448032,Computer Information Systems,1,1,0,1,0,P
Manhattan,26.01504576928234,3.1821547871025038,10.2238374823835,Computer Information Systems,1,1,1,1,1,P
Outside NYC,27.525413528865304,3.293699546752419,3.539762140683029,Computer Information Systems,0,1,1,1,0,P
Outside NYC,21.412197675159913,2.614279128690338,8.289858152337946,Computer Information Systems,0,0,0,0,0,P
Outside NYC,26.156469710298524,2.3107814315144646,9.872272999295623,Computer Science,1,1,1,1,0,P
Manhattan,25.39258581505526,2.560152543574707,3.737018255968233,Computer Information Systems,1,1,1,1,1,P
Manhattan,22.89759440833333,2.473304952632331,8.650521134970088,Computer Information Systems,1,1,1,1,1,P
Outside NYC,17.91963924053734,2.736414942665121,11.593862168476711,Computer Information Systems,1,1,1,1,1,P
Outside NYC,22.032927143326074,3.1806739637885006,7.876448165379753,Computer Science,1,1,0,1,0,P
Brooklyn,25.1387143677346,3.596228825149908,5.994950365363231,Computer Information Systems,1,0,1,1,1,P
Outside NYC,26.995940446765488,3.6251126195858374,4.727806308774923,Computer Information Systems,0,0,1,0,1,P
Queens,26.915114466403622,2.978234904112567,6.791475909676101,Computer Science,1,1,1,1,1,P
Brooklyn,21.183455574244665,3.075914397015274,6.117697254976032,Computer Information Systems,1,0,0,0,0,P
Bronx,29.878039398494643,3.089374926759768,4.358661859451306,Computer Information Systems,1,0,0,1,0,P
Outside NYC,27.25504713949612,2.925157149733239,-1.1718961601067255,Computer Information Systems,0,0,1,1,0,P
Staten Island,20.957051337182357,2.729253732103753,12.839141661724085,Computer Information Systems,0,0,1,1,0,P
Outside NYC,20.43357317791772,2.5661481066110863,6.084450677126532,Computer Information Systems,0,0,1,1,0,P
Outside NYC,16.077031509608567,3.7448555461048003,3.529981394962387,Computer Science,1,1,1,1,1,P
Outside NYC,12.189220357777364,3.3900723057194906,-1.7614914956936971,Computer Information Systems,1,0,0,1,0,P
Outside NYC,31.032306280244153,3.0891128075152445,3.257042697380542,Computer Information Systems,1,0,1,1,0,P
Outside NYC,23.827413655262674,2.19553606267326,2.9537479447816173,Computer Science,1,1,1,1,0,P
Brooklyn,31.769942121699074,3.2243411243374456,11.102924651148868,Computer Information Systems,0,0,1,0,1,P
Outside NYC,29.590628862042582,3.6429090612046053,3.903978700063819,Computer Information Systems,1,0,1,1,1,P
Outside NYC,21.829225091644986,3.542637402472656,4.83185042012125,Computer Science,0,1,1,1,0,P
Queens,21.015974181081514,3.2385212116600055,8.81974052985493,Computer Science,1,1,0,0,0,P
Outside NYC,28.288381228288838,2.9007672788781225,2.156729835442,Computer Information Systems,1,1,0,0,1,P
Brooklyn,21.01340517431559,2.2552972473982944,4.726525986374741,Computer Information Systems,1,0,1,1,0,P
Manhattan,22.430429670586257,2.6978089881836187,9.990378626883066,Computer Science,1,1,1,0,0,P
Bronx,20.18937024076237,3.118101601216278,6.722396301424931,Computer Science,0,1,1,0,0,P
Brooklyn,17.47323601275361,1.8973139609693335,8.551051626485217,Computer Information Systems,1,0,1,1,1,P
Outside NYC,20.43765572680007,2.8150782316730942,8.327009318593397,Computer Science,1,1,1,0,0,P
Brooklyn,24.090402028305597,3.332636654113103,9.497694907875228,Computer Science,1,1,1,1,0,P
Bronx,15.685108297893517,2.8086252579539446,8.829918870904077,Computer Information Systems,1,1,1,1,1,P
Outside NYC,22.680918724098653,1.8404487194957393,5.553838013226091,Computer Information Systems,0,1,1,0,1,P
Manhattan,18.690568617258062,3.316738351901439,-5.293082432662594,Computer Information Systems,0,1,1,1,0,P
Brooklyn,21.623305384349344,3.1514269957674186,3.345941992938125,Computer Information Systems,0,0,1,1,0,P
Manhattan,23.200438129501403,3.5739734473487537,-0.5454896058172771,Computer Information Systems,0,1,1,0,0,P
Outside NYC,18.12845670078849,2.6115019772148225,7.128427891857301,Computer Information Systems,1,1,1,1,0,P
Manhattan,19.08291824978593,2.9738411564390184,10.285473992929445,Computer Information Systems,1,1,1,1,0,P
Queens,24.199062589113865,2.553051776081423,2.446394808516006,Computer Science,1,1,1,1,0,P
Outside NYC,25.897945115304132,3.1413796412202815,4.062573614983787,Computer Science,1,0,0,0,1,P
Manhattan,20.80171640531779,2.8310928983882824,5.210027753104836,Computer Information Systems,1,1,1,0,1,P
Queens,20.82334300035325,3.4698732034777313,9.868641286259523,Computer Information Systems,1,1,1,1,0,P
Brooklyn,27.01798153152157,2.453601392655141,5.545453345728832,Computer Information Systems,1,0,1,1,0,P
Manhattan,17.33851918228179,2.3685456511794647,7.109212707861237,Computer Information Systems,0,1,1,1,1,P
Queens,20.382961608707706,3.9679697853539944,4.289793524518485,Computer Science,0,1,1,0,0,P
Outside NYC,19.68688617113527,3.07356558147742,6.65429410828519,Computer Information Systems,1,0,1,0,0,P
Queens,29.704821919382262,2.574225783176289,0.054645029109234855,Computer Science,1,1,1,1,0,P
Staten Island,21.041125767671797,2.533522239587279,8.066942595442697,Computer Science,1,1,1,1,0,P
Staten Island,23.258781264790176,2.8181973307713903,5.682386795495069,Computer Information Systems,1,1,1,0,1,P
Outside NYC,15.332242253022102,2.1572467567513964,4.760871713254786,Computer Information Systems,0,0,1,0,1,P
Bronx,22.680247019280404,3.234977191177216,4.280099529931323,Computer Information Systems,1,1,0,1,0,P
Outside NYC,16.8624990012842,3.277606604122659,9.988926056656236,Computer Information Systems,1,1,0,1,1,P
Manhattan,23.047841488329787,2.755929221536489,8.419832613688708,Computer Information Systems,1,1,1,0,0,P
Outside NYC,24.38886617682812,3.1658358654898917,2.8137020366559216,Computer Science,0,1,1,0,0,P
Manhattan,20.454293633855816,2.7598974946752617,4.073143792484421,Computer Science,1,1,0,1,0,P
Bronx,24.014601962051465,2.761768013048661,12.549940540213603,Computer Science,1,0,0,1,0,P
Outside NYC,17.772698311131677,2.9131093041311282,7.552871520726955,Computer Information Systems,1,1,1,1,0,P
Outside NYC,28.943210764829395,2.294634843930252,-1.1813421685924528,Computer Science,1,1,0,1,1,P
Outside NYC,29.356006715123,3.6843607270051524,6.899493026347608,Computer Information Systems,0,1,1,1,1,P
Outside NYC,19.733295856571676,2.912929364285452,8.570152589588998,Computer Science,1,1,1,1,1,P
Bronx,24.269689919782206,3.2874486713560023,6.609725689897149,Computer Information Systems,1,1,1,1,1,P
Outside NYC,21.800658483611315,3.178363015415229,8.03709657717916,Computer Information Systems,1,1,1,1,1,P
Outside NYC,22.307410718750603,2.4163098064101276,15.947707673626201,Computer Information Systems,1,1,1,1,1,P
Brooklyn,21.99167737878804,3.1980309513469165,-2.9653757034924872,Computer Science,1,0,0,1,0,P
Outside NYC,23.563923606988112,2.5050621993408546,4.913625057659965,Computer Science,1,0,0,0,0,P
Outside NYC,20.52943449825325,3.644506344108654,8.3681153948042,Computer Information Systems,1,1,1,1,0,P
Queens,20.61796929689311,3.1414128953005407,10.873080493452456,Computer Information Systems,1,1,1,0,0,P
Manhattan,23.17523856631756,3.6088928690276085,0.7767427765594608,Computer Information Systems,1,0,1,1,0,P
Brooklyn,27.12464672031497,2.539449767525638,7.444102828121991,Computer Information Systems,1,1,1,1,1,P
Outside NYC,24.50079212407956,3.074119547614215,-1.2934104333097638,Computer Science,1,0,1,1,0,P
Brooklyn,25.95296015179823,3.7239985117624426,4.350437896823136,Computer Information Systems,1,0,1,1,1,P
Brooklyn,17.490557581701033,2.898214410658752,2.835671364252323,Computer Information Systems,1,0,1,1,0,P
Brooklyn,30.336884885892598,3.486014870926961,10.266833807009725,Computer Information Systems,1,1,0,0,0,P
Outside NYC,23.51314199786743,3.122330370104637,3.565868620750357,Computer Information Systems,1,1,0,1,1,P
Outside NYC,22.756164561525104,3.1077994875484563,2.2805076719228774,Computer Information Systems,1,1,1,1,1,P
Queens,27.258754494022654,3.83357769027939,14.548960882594377,Computer Information Systems,0,1,1,1,1,P
Outside NYC,24.87555827351511,3.4195914976659045,4.409264689808737,Computer Information Systems,0,1,1,0,0,P
Manhattan,24.19322079984955,3.8225092725789365,4.218605319464597,Computer Information Systems,1,1,1,1,1,P
Queens,18.444764533461946,3.104412128989712,8.616747420718594,Computer Science,0,1,0,0,1,P
Bronx,24.931468776598678,2.4021055157340485,5.742795376379604,Computer Science,1,1,0,1,0,P
Manhattan,22.50311895271399,2.7021482836620088,9.26540311773688,Computer Information Systems,0,1,1,1,0,P
Outside NYC,25.577224003005668,2.626065816903158,5.703438650981792,Computer Information Systems,0,0,1,1,0,P
Brooklyn,28.453705689628247,2.924563462619531,-0.2260732190178647,Computer Information Systems,1,1,1,0,0,P
Outside NYC,20.683167971557875,2.9593277779314158,11.198185164976767,Computer Information Systems,0,0,1,1,0,P
Manhattan,28.814144859129968,3.3101251794017035,7.4953616757089785,Computer Information Systems,1,1,0,1,1,P
Outside NYC,27.738285014471657,3.0603443906998335,2.9313115439874644,Computer Information Systems,0,1,1,0,1,P
Brooklyn,22.313371006709815,2.592082505605746,10.329029656353008,Computer Science,1,1,1,1,0,P
Brooklyn,19.425428562000686,2.9979800810009514,1.2243253827768568,Computer Science,1,1,0,0,0,P
Queens,21.17510759110947,3.792078128331877,5.307709260439434,Computer Information Systems,1,1,1,1,0,P
Manhattan,29.809484417903608,2.999394312404828,3.72158619773241,Computer Information Systems,1,0,0,1,0,P
Brooklyn,20.73715712677793,2.9248047389452,6.631899979623592,Computer Science,0,0,0,1,1,P
Outside NYC,24.164772250860132,3.8054168624097873,-0.3343317893125226,Computer Science,1,1,0,1,1,P
Staten Island,22.66481583657485,2.7364053494537703,2.3533996109178443,Computer Information Systems,0,1,1,1,0,P
Queens,22.940338139622042,3.2673676596028747,6.048281367433875,Computer Information Systems,0,1,1,1,0,P
Manhattan,27.19348032683886,2.882953451632333,1.680062077197789,Computer Information Systems,1,1,0,0,1,P
Outside NYC,17.859448617564144,2.051910153758631,11.992222495090292,Computer Information Systems,1,1,1,1,1,P
Manhattan,23.37008173571666,3.362454048900025,14.907088175841617,Computer Information Systems,1,1,1,0,1,P
Outside NYC,27.200528601942946,2.8302219339279135,6.526901839371818,Computer Information Systems,1,0,1,1,0,P
Outside NYC,19.030654136357434,2.1751361198716683,3.3384729257794157,Computer Information Systems,0,1,0,1,1,P
Outside NYC,19.749947466907987,3.050959319917329,4.444441119679417,Computer Information Systems,0,1,1,1,1,P
Outside NYC,27.65321013340683,3.575028133595949,4.9690914254318885,Computer Information Systems,1,1,0,1,1,P
Outside NYC,31.447344118466397,3.0404645830957504,2.0484558452605763,Computer Information Systems,1,0,1,0,1,P
Queens,24.58455554308443,3.486949531015964,-1.1997747629283158,Computer Information Systems,1,1,1,1,0,P
Bronx,23.830640654836177,3.4133998727007855,3.9308426007328356,Computer Science,0,0,0,1,0,P
Outside NYC,22.796277790565874,3.49640501913457,9.218840761497358,Computer Information Systems,1,1,0,0,0,P
Staten Island,20.93778883622442,2.3901683504834734,12.712226916981576,Computer Information Systems,0,1,1,1,1,P
Bronx,28.743302547389156,3.4819685212980893,10.539797505867277,Computer Science,0,0,1,1,1,P
Queens,14.57681644465813,2.6359887661682975,3.99178166908786,Computer Information Systems,1,1,1,0,0,P
Outside NYC,24.264817758471683,4.019721679278149,11.848565717609237,Computer Information Systems,0,0,1,1,1,P
Bronx,21.581767322036768,3.3163488590492056,-3.133119283329382,Computer Information Systems,1,1,1,0,0,P
Queens,24.90973772896458,3.101870999596058,17.723155125321064,Computer Science,1,1,1,1,0,P
Queens,27.961641691510053,3.199490402736523,7.952884607545553,Computer Science,1,1,0,1,0,P
Brooklyn,24.960964065857134,2.8677929413181062,-0.43270812847033735,Computer Science,1,1,0,0,0,P
Outside NYC,25.33288004887567,3.3032557297441763,9.584760632647434,Computer Information Systems,1,1,1,1,0,P
Outside NYC,23.48310806931626,3.502609422838354,11.365492760647783,Computer Information Systems,1,0,1,1,1,P
Manhattan,24.863183837622767,3.505789994972664,4.356483730152133,Computer Information Systems,1,1,0,0,0,P
Brooklyn,16.58055365302205,2.875220379960836,7.706849004135185,Computer Science,1,1,1,0,0,P
Queens,30.10594846553056,2.557154623031388,5.338959063082221,Computer Information Systems,1,1,1,1,1,P
Manhattan,33.226300576355385,2.6174976344868064,7.561604030527146,Computer Information Systems,0,0,0,0,0,P
Brooklyn,32.134317993002526,2.91563866813504,5.489797253794969,Computer Information Systems,0,0,0,1,1,P
Brooklyn,21.47630818821669,2.666318345462616,5.179120128614189,Computer Information Systems,1,1,1,1,1,P
Manhattan,20.029041534754576,4.093624734298969,6.824095988016444,Computer Information Systems,0,1,0,1,0,P
Outside NYC,26.41837040527994,2.64439587449091,5.953985100688452,Computer Information Systems,1,0,1,1,0,P
Outside NYC,18.092230333937337,2.7736380948358392,0.5295283627699758,Computer Information Systems,0,1,1,1,1,P
Bronx,19.216020773625342,3.008766146235708,6.774306877336759,Computer Science,1,0,1,1,0,P
Queens,26.86390778979693,1.7871826710890162,5.425211074569855,Computer Information Systems,0,1,1,1,1,P
Outside NYC,27.163708151145993,2.4995327743175473,4.647310003583871,Computer Information Systems,1,1,1,1,0,P
Manhattan,22.365206467262485,3.448496048440744,6.204588979694306,Computer Information Systems,0,0,1,1,0,P
Queens,21.72191618926953,3.817488924413352,1.459798054127651,Computer Science,1,1,1,1,0,P
Brooklyn,24.067134163421454,2.9210598687203273,5.643872158772824,Computer Information Systems,1,1,0,0,1,P
Brooklyn,23.684445911820273,2.7939653480750484,3.459954169596055,Computer Information Systems,0,0,1,1,1,P
Outside NYC,27.168032854415294,2.742684048983627,9.466923816715468,Computer Information Systems,1,1,0,1,0,P
Manhattan,23.625393407689472,2.5118530468293363,3.359447057577538,Computer Information Systems,1,1,1,1,0,P
Bronx,20.124199855803262,3.3599663256647654,7.781142050381844,Computer Information Systems,0,1,1,1,0,P
Bronx,20.258402811109953,3.8474931090304287,6.9923776513000515,Computer Science,0,1,1,1,0,P
Brooklyn,17.333761264180712,2.997387931789749,6.195511614343678,Computer Information Systems,0,1,0,1,0,P
Outside NYC,23.846667621567285,3.0495120449911033,6.073845300115046,Computer Information Systems,1,1,1,0,0,P
Outside NYC,29.325257362089296,3.412692420398322,7.0025185424073895,Computer Information Systems,0,1,1,1,0,P
Bronx,25.963444202982902,2.1681359399669446,14.889607464615036,Computer Information Systems,0,1,1,1,0,P
Outside NYC,25.470827061092656,3.102922649068322,0.027543046286256256,Computer Information Systems,1,1,0,1,1,P
Manhattan,17.85722006104708,3.5598521135468415,8.160330445392148,Computer Science,0,1,1,1,0,P
Manhattan,26.43846146102514,2.7217766240667474,1.6323028869860856,Computer Information Systems,1,0,1,1,0,P
Outside NYC,23.445654197904624,2.6776535502136976,7.572388669184813,Computer Information Systems,1,1,1,1,0,P
Outside NYC,22.981382398517685,3.959376857294102,1.3057165519769915,Computer Information Systems,1,1,1,1,0,P
Manhattan,28.810887194326064,2.8452104976144352,9.53747106533114,Computer Information Systems,0,1,1,0,0,P
Manhattan,21.88902511281009,2.0226559691412613,7.483064958665415,Computer Science,1,1,1,0,0,P
Queens,18.80801127240933,2.234716021320706,6.889511597837711,Computer Information Systems,1,1,0,1,0,P
Bronx,24.46129706102777,2.828309395519347,8.595120985489192,Computer Information Systems,0,1,0,1,1,P
Outside NYC,22.085185339587692,3.5684447659858876,4.686387808288083,Computer Information Systems,0,1,1,1,0,P
Bronx,16.099585154013766,3.8331225111902505,16.189016039088102,Computer Information Systems,1,0,1,1,0,P
Outside NYC,23.628883291205113,2.4671246080370826,4.609975247895861,Computer Information Systems,0,1,0,1,0,P
Outside NYC,25.519398414472757,3.084763164471089,6.511533705871633,Computer Science,1,1,0,1,0,P
Outside NYC,18.755472836221152,3.2178843872973264,13.377061333486914,Computer Science,1,1,1,0,1,P
Brooklyn,34.387572948112364,2.6556575786930976,1.8877916417666585,Computer Science,1,1,0,0,0,P
Queens,18.405244257554752,3.168999770838529,7.963648111459932,Computer Information Systems,1,1,0,1,1,P
