,borough,age,gpa,days_missed,major,full_time,freshman,first_generation,employed,pell_grant,grade
3287,Brooklyn,14.096132993986558,3.3902610071604635,-1.1436382849439752,Computer Information Systems,1,0,0,1,1,P
3288,Brooklyn,26.5778917839254,3.204055921328747,-3.2667369695256028,Computer Information Systems,1,1,1,1,0,P
3289,Outside NYC,21.202292646920938,2.9785856798508616,4.7742670919111685,Computer Information Systems,0,1,0,1,0,P
3290,Queens,28.99603129423125,3.298530269361828,12.764039195771513,Computer Information Systems,1,1,1,0,0,P
3291,Staten Island,23.39721898997604,3.428476112404412,5.581882470730971,Computer Science,1,0,0,0,1,P
3292,Outside NYC,18.916720487162003,3.1714956058708443,0.016124354527327966,Computer Information Systems,1,1,0,1,1,P
3293,Bronx,26.109123468039932,2.3179341585716484,5.927128013036635,Computer Information Systems,0,0,0,1,0,P
3294,Outside NYC,17.233662721669177,3.307335830712179,7.294371530545753,Computer Information Systems,0,0,1,0,1,P
3295,Manhattan,25.639578325031778,2.44533765259081,0.28134328896888317,Computer Information Systems,1,1,0,1,1,P
3296,Bronx,22.92420665927271,2.751654903769483,2.9825821723572905,Computer Information Systems,1,1,1,1,0,P
3297,Outside NYC,22.69356948004828,2.8501716741225986,3.102510169381939,Computer Information Systems,0,1,1,1,0,P
3298,Outside NYC,28.8794909692256,2.0829864270905207,0.08598136555926228,Computer Science,1,0,0,1,1,P
3299,Outside NYC,15.202152014162454,3.268849511719976,-1.233014663139821,Computer Information Systems,0,1,0,1,1,P
3300,Bronx,24.110383975235433,3.2209536281449282,5.631965269764493,Computer Information Systems,1,1,0,1,1,P
3301,Outside NYC,20.214198326193202,2.515805845114671,10.702199298303318,Computer Science,1,0,1,1,1,P
3302,Outside NYC,23.2383806461561,3.21769722521332,0.49442708391564594,Computer Information Systems,0,1,1,0,0,P
3303,Bronx,24.237661983548445,3.426714281184446,11.203643769805717,Computer Information Systems,1,0,1,1,1,P
3304,Outside NYC,22.96712301485047,3.4279667237012377,2.0002001536455127,Computer Science,1,1,1,1,1,P
3305,Brooklyn,32.11726442517322,3.5760349486643146,6.250390630147879,Computer Information Systems,1,1,0,1,1,P
3306,Brooklyn,20.65219386728101,2.0488652524596134,10.46813614413563,Computer Information Systems,0,0,1,0,0,P
3307,Brooklyn,23.567500145712128,2.9310155129717703,4.591819913041019,Computer Science,1,1,0,1,0,P
3308,Outside NYC,19.366058802755667,3.416987416521644,6.855991401097299,Computer Information Systems,1,0,1,1,1,P
3309,Queens,21.52400765771423,3.381771514215822,6.164257991604565,Computer Information Systems,1,1,1,1,1,P
3310,Outside NYC,23.332397521854038,3.307034442945376,3.7001144588753254,Computer Information Systems,0,1,1,1,1,P
3311,Queens,21.816767007519417,3.33014673719603,2.783925668220809,Computer Information Systems,1,0,1,0,1,P
3312,Outside NYC,26.0323716423381,3.6193481483110252,6.072477156686805,Computer Information Systems,1,1,1,1,1,P
3313,Outside NYC,23.242438962061698,3.454408449631976,1.5330997257284587,Computer Science,1,0,1,1,1,P
3314,Outside NYC,24.359724773058765,2.343262310988901,7.537774292674831,Computer Science,0,1,0,1,0,P
3315,Bronx,21.730849036824736,4.671709108937134,8.087616074918891,Computer Science,0,1,1,1,1,P
3316,Queens,25.80205502577036,3.1068262699255973,9.976184603388768,Computer Information Systems,1,1,1,0,1,P
3317,Manhattan,19.444097866036007,3.3870904226760996,-0.9737104876965361,Computer Information Systems,1,0,1,1,0,P
3318,Outside NYC,23.63491086589922,3.365606629604094,9.607972752606534,Computer Information Systems,1,0,1,0,1,P
3319,Brooklyn,22.66222206642914,2.286933115227253,11.455992652123685,Computer Information Systems,1,0,0,0,1,P
3320,Brooklyn,18.924681241373236,1.6595831623139088,10.47049309356662,Computer Information Systems,0,0,1,1,1,P
3321,Manhattan,20.711099516115425,2.351399644820172,4.759610266324898,Computer Information Systems,1,1,1,1,1,P
3322,Outside NYC,22.319395876111205,2.9921351168344597,3.5859275830827104,Computer Information Systems,1,1,1,1,1,P
3323,Manhattan,22.00764483271481,3.7573633007469587,-2.4135310173089124,Computer Information Systems,1,1,1,0,0,P
3324,Bronx,16.9789737140066,3.0247203870457584,7.638794244892109,Computer Information Systems,1,1,1,1,1,P
3325,Outside NYC,17.848912339246354,3.305213212298764,4.534179470408988,Computer Information Systems,0,1,0,1,1,P
3326,Outside NYC,28.056037552112297,1.5725933938777967,11.77962346979961,Computer Science,1,1,1,1,1,P
3327,Bronx,18.748674509069044,2.2782146370839733,1.136531168689154,Computer Science,1,0,0,1,0,P
3328,Outside NYC,23.486624288599952,3.8741597569916917,0.8916860202212114,Computer Information Systems,0,0,0,1,0,P
3329,Outside NYC,29.2748075125788,3.1748410448523425,12.132770993237848,Computer Science,1,0,0,1,0,P
3330,Outside NYC,22.993664200074505,3.0327331220598612,9.46321754452207,Computer Science,1,1,1,1,1,P
3331,Outside NYC,18.442849691554905,3.658413461031362,8.06019218300204,Computer Information Systems,0,1,0,1,1,P
3332,Brooklyn,21.722835061270477,2.7976943282654885,10.734911445249388,Computer Information Systems,0,1,0,0,1,P
3333,Outside NYC,22.400886147681366,2.466354480228495,2.6907592523557873,Computer Information Systems,0,0,1,1,0,P
3334,Brooklyn,24.408524834176486,3.132454835021439,5.416406800131032,Computer Information Systems,0,0,1,1,1,P
3335,Bronx,20.441408248716233,3.4412996780339493,13.842124836620318,Computer Information Systems,1,0,1,1,0,P
3336,Brooklyn,23.27826518859004,3.2465823931248834,7.67083657511991,Computer Information Systems,1,0,1,1,0,P
3337,Brooklyn,17.058907039491,3.002053545057544,11.001146304637963,Computer Information Systems,1,1,0,1,0,P
3338,Queens,27.24810878588818,2.2902372540377414,2.8923223707314434,Computer Science,1,1,1,1,0,P
3339,Queens,21.205986003708404,2.8178036526234265,7.7961484816167665,Computer Information Systems,1,0,1,1,0,P
3340,Queens,25.240174210048743,2.3086397879708085,0.7121085378105168,Computer Information Systems,0,0,0,1,0,P
3341,Outside NYC,23.823136571648327,2.528306460664165,7.074884471429453,Computer Information Systems,1,1,1,0,1,P
3342,Brooklyn,18.377000508320933,2.745052506493163,1.3938428190309908,Computer Information Systems,1,0,0,1,0,P
3343,Outside NYC,30.271410181964047,3.220940730502976,4.66305221662959,Computer Information Systems,1,1,1,0,0,P
3344,Brooklyn,19.993278324080304,2.8436239257902893,5.734029637699813,Computer Science,0,1,1,1,1,P
3345,Brooklyn,28.005044510692013,4.283790647721337,1.957365233482034,Computer Science,1,0,1,1,1,P
3346,Manhattan,27.60962383271967,3.3910338064590437,1.6660702653032882,Computer Information Systems,1,0,1,1,1,P
3347,Bronx,26.284750906479626,3.4260719907181367,10.18394869571443,Computer Information Systems,1,1,0,0,1,P
3348,Manhattan,24.110985168745326,3.360532938855601,12.998711829075102,Computer Science,0,1,1,1,0,P
3349,Brooklyn,23.363724085802485,2.882449788729246,2.7897584634656134,Computer Information Systems,0,1,1,0,1,P
3350,Queens,20.384583734876923,2.443529702492209,-3.53292800804485,Computer Information Systems,0,1,1,1,1,P
3351,Queens,20.103216885456103,3.4372657171131022,4.09929946450177,Computer Information Systems,1,1,0,1,0,P
3352,Bronx,26.127943606775936,3.535901682789961,12.374264965310289,Computer Science,1,0,0,0,1,P
3353,Queens,23.564072847370845,2.38359666987171,7.591216248645488,Computer Information Systems,1,1,0,1,1,P
3354,Brooklyn,23.447102767043305,3.096997621534477,4.658158098490208,Computer Science,0,1,1,1,0,P
3355,Brooklyn,20.609843118635688,2.6891064864895444,8.371712686235075,Computer Information Systems,1,0,0,1,0,P
3356,Outside NYC,23.731174610766598,3.0793060748438243,-0.44415339721580693,Computer Science,1,0,1,1,0,P
3357,Brooklyn,21.806005620379885,3.232218788233716,5.338843604801571,Computer Science,0,1,1,0,0,P
3358,Outside NYC,21.057254233632587,3.052215324900085,1.7234785006805433,Computer Science,1,1,1,1,0,P
3359,Outside NYC,19.053818054709687,2.658068937780871,15.190234011684591,Computer Information Systems,1,1,1,0,1,P
3360,Outside NYC,21.14285203390833,3.3849086026050577,-2.2247424667661235,Computer Information Systems,1,1,1,0,0,P
3361,Brooklyn,25.126912382224724,2.5663355955714096,2.701537968744657,Computer Information Systems,0,1,0,1,1,P
3362,Outside NYC,28.870143925739583,3.459540525855602,7.755750425928624,Computer Science,1,0,1,0,0,P
3363,Queens,23.132165276249403,3.887074797784847,5.14106278434933,Computer Information Systems,1,0,0,1,0,P
3364,Queens,22.986400768070247,2.978343835270299,3.9376482378229816,Computer Information Systems,0,1,1,0,0,P
3365,Outside NYC,21.650511810330602,3.1235999034599833,15.696489404403467,Computer Information Systems,1,0,0,1,1,P
3366,Queens,22.880203728129352,3.349611951525783,1.057451944275634,Computer Information Systems,0,0,0,1,0,P
3367,Queens,21.91915838559707,3.445163119942416,8.26041824983332,Computer Information Systems,1,1,1,0,0,P
3368,Outside NYC,27.622134832102653,2.7139119779311973,5.2168135726627405,Computer Science,0,0,0,0,0,P
3369,Outside NYC,27.618659870782476,2.4562030849744354,10.661168537527942,Computer Information Systems,1,1,1,0,0,P
3370,Bronx,22.679874089115764,2.986411718973979,-10.732196151134975,Computer Science,1,1,1,0,1,P
3371,Manhattan,21.381177026325073,2.9321992034934343,10.455004510169232,Computer Information Systems,1,1,1,1,0,P
3372,Bronx,25.279049134612897,2.9713449641307514,7.363936468272298,Computer Information Systems,1,1,1,0,1,P
3373,Outside NYC,28.70908967769404,3.4027151063498726,-1.5339535213050501,Computer Information Systems,1,0,1,0,1,P
3374,Manhattan,24.353879566503547,3.1463715384607576,5.483974403869157,Computer Information Systems,0,1,0,1,0,P
3375,Outside NYC,24.868771367046183,3.1852424257666936,5.056833684981932,Computer Information Systems,1,1,1,1,0,P
3376,Outside NYC,23.672652152848297,4.169999131272759,17.492217536514758,Computer Science,1,1,1,1,1,P
3377,Bronx,24.60698799435219,2.532872648725715,3.6921196448489892,Computer Science,1,1,0,1,1,P
3378,Brooklyn,17.52953007802641,2.343495919135014,4.826182997495329,Computer Information Systems,1,1,0,0,1,P
3379,Staten Island,21.03033734774031,3.1725746637009706,12.767474186687204,Computer Science,1,0,0,1,1,P
3380,Queens,21.47349527542059,3.8050009931661646,-0.21935708069074256,Computer Information Systems,1,1,0,1,0,P
3381,Queens,22.85615705114752,3.7880197614177358,4.227523351209541,Computer Information Systems,0,1,1,1,0,P
3382,Brooklyn,16.04116788403437,3.0450191678909793,-0.25923000661285656,Computer Information Systems,0,1,1,1,1,P
3383,Outside NYC,23.451942868334537,3.342774472847451,3.6452081215869887,Computer Information Systems,1,1,0,0,1,P
3384,Manhattan,27.957305806970425,3.4320216092871743,4.616847190525285,Computer Information Systems,1,0,1,1,0,P
3385,Queens,24.67131887275076,3.2965550895716333,7.126500550969018,Computer Information Systems,1,0,1,1,1,P
3386,Brooklyn,24.145741353474413,3.2643592022377175,16.285454788661276,Computer Information Systems,1,1,1,1,0,P
3387,Outside NYC,26.949027641620138,2.413279346032216,20.97851277350164,Computer Information Systems,1,1,0,0,0,P
3388,Outside NYC,18.726488080064303,3.6929809395548485,10.522279439752321,Computer Information Systems,1,1,1,1,1,P
3389,Outside NYC,28.659668630497592,3.394815749423988,9.686649104019068,Computer Information Systems,0,0,0,1,1,P
3390,Manhattan,22.787125451637987,2.6693420886389196,9.426194340642464,Computer Science,1,1,1,0,1,P
3391,Queens,21.112953946025943,3.0459251654137165,6.857380197601671,Computer Information Systems,1,1,0,0,1,P
3392,Brooklyn,28.160289568048455,3.8034533630913465,4.979834576731464,Computer Science,1,1,1,1,1,P
3393,Outside NYC,23.84968420157417,3.805221622034661,10.290288615027297,Computer Information Systems,0,1,0,0,0,P
3394,Outside NYC,23.093794685420008,2.8495736840010877,1.295797391461817,Computer Information Systems,1,1,0,0,0,P
3395,Staten Island,21.924136586753004,2.0160717893431697,6.464572789350015,Computer Information Systems,1,1,0,1,1,P
3396,Outside NYC,26.96698247072365,2.8625568167136657,2.573680236232988,Computer Information Systems,1,1,0,0,1,P
3397,Outside NYC,18.59112835221973,3.471763067820245,3.5265889816394664,Computer Information Systems,1,1,1,1,1,P
3398,Outside NYC,21.916860304416566,3.1382944230681415,7.529337472732111,Computer Information Systems,0,0,0,1,1,P
3399,Outside NYC,23.389206115339196,2.1007958437069902,4.703343058975543,Computer Information Systems,0,1,1,1,0,P
3400,Bronx,24.15868470090371,2.9935341481287563,9.479794326750833,Computer Science,1,1,1,1,0,P
3401,Bronx,18.12822427218063,2.800704273334915,9.1998293430602,Computer Science,1,0,1,1,1,P
3402,Brooklyn,22.367285997614754,3.1647413030479146,10.379132222032547,Computer Science,1,1,0,0,1,P
3403,Outside NYC,28.324901765040032,4.107685691035686,2.266906438784347,Computer Science,1,1,1,1,1,P
3404,Bronx,19.70415203238867,2.3122473036787072,6.510346204733177,Computer Information Systems,1,1,1,1,0,P
3405,Outside NYC,21.720886577884542,3.223137996923448,6.719899609810392,Computer Science,1,0,0,1,1,P
3406,Outside NYC,22.55842362578147,3.2684822529554918,14.67943271644211,Computer Science,1,0,0,1,1,P
3407,Outside NYC,19.99244251504729,2.8868372728660185,5.157817206536831,Computer Science,1,0,1,1,1,P
3408,Manhattan,22.6907135495289,2.060281253864773,0.786056120784707,Computer Information Systems,1,1,1,1,0,P
3409,Outside NYC,26.291408633577372,3.594436258510276,2.3943914113074243,Computer Information Systems,1,0,0,1,1,P
3410,Bronx,25.275918488883114,3.3045799113993177,-0.6986460434111947,Computer Information Systems,1,0,1,1,0,P
3411,Outside NYC,26.43822483590405,3.5241354988391373,-2.924110987366996,Computer Information Systems,1,0,0,1,0,P
3412,Brooklyn,16.30228089696856,2.563193314371005,-4.70509687215921,Computer Information Systems,1,1,1,1,1,P
3413,Brooklyn,26.827883110623958,3.188892252152059,9.626531638449693,Computer Information Systems,1,0,1,1,0,P
3414,Manhattan,26.909674464984377,2.3570399290225708,0.32967304743162806,Computer Information Systems,1,1,0,0,1,P
3415,Queens,22.360945073664375,2.9416480189111014,2.898704427605212,Computer Information Systems,0,1,1,1,1,P
3416,Outside NYC,25.157498170383956,2.427277506858848,9.517779509750898,Computer Science,1,1,0,1,1,P
3417,Brooklyn,25.192074496525006,3.0159628449611424,10.624845507385409,Computer Science,1,1,1,1,0,P
3418,Outside NYC,22.073888938517495,3.1052139213351886,15.887428850795928,Computer Information Systems,1,1,1,1,0,P
3419,Outside NYC,24.543155902009158,1.9702734972271407,17.948632086766946,Computer Information Systems,0,0,1,0,1,P
3420,Brooklyn,24.451329688607547,3.2027023509494126,7.523495547933423,Computer Information Systems,1,1,1,1,1,P
3421,Queens,26.26269199018052,3.314256293275985,6.872868941145761,Computer Information Systems,0,1,0,1,0,P
3422,Brooklyn,20.930783872863167,2.371476188449291,2.481771180676538,Computer Information Systems,1,0,1,0,0,P
3423,Queens,26.62917804133286,2.800956182858134,10.829250893272524,Computer Science,1,1,1,1,1,P
3424,Outside NYC,23.86742979727058,2.9111506275220713,12.701499084919774,Computer Information Systems,0,0,1,0,0,P
3425,Bronx,23.678281911090078,2.9066248679215216,5.440962555735715,Computer Science,0,1,0,1,0,P
3426,Outside NYC,24.98916467588719,2.0045111510183045,0.7405497776689653,Computer Information Systems,1,1,1,1,0,P
3427,Outside NYC,20.952137844790627,3.760728035945357,2.6920200377369206,Computer Information Systems,1,1,0,1,0,P
3428,Manhattan,27.145152628701766,2.8056494112055885,5.371875635033934,Computer Information Systems,1,1,0,1,0,P
3429,Queens,19.90506085191574,4.427662414310303,14.084386586314267,Computer Information Systems,1,1,0,0,1,P
3430,Brooklyn,17.63081133816638,3.8233508208128675,4.785849664968235,Computer Information Systems,1,1,0,0,0,P
3431,Bronx,24.74782022569698,3.014957736056556,4.978076808246778,Computer Information Systems,1,1,1,0,1,P
3432,Outside NYC,24.524502096331393,3.3789910901380935,8.706906147359444,Computer Science,1,1,1,0,1,P
3433,Brooklyn,23.328328087994915,3.286544179908431,7.923547342398321,Computer Information Systems,1,0,0,0,1,P
3434,Outside NYC,22.86750748144393,3.609466039431971,13.033113375453699,Computer Information Systems,1,1,0,1,1,P
3435,Outside NYC,25.23736385983461,2.8374714408572537,2.3079904396516095,Computer Information Systems,0,1,0,0,1,P
3436,Outside NYC,20.543116649244226,2.8622818207707117,-2.318962144340178,Computer Information Systems,0,0,0,1,1,P
3437,Brooklyn,28.933942657775034,3.6681537760476157,11.32339475822986,Computer Information Systems,1,0,0,1,1,P
3438,Brooklyn,19.078075108678167,3.1947900765802446,8.853543537478366,Computer Information Systems,0,0,1,0,1,P
3439,Manhattan,27.978154565914455,2.081147664545456,5.084391475570035,Computer Information Systems,0,1,1,1,1,P
3440,Outside NYC,23.00418520170275,2.3958744157198537,7.982023254310083,Computer Science,1,0,1,1,1,P
3441,Outside NYC,20.933641117092343,2.650688665421339,12.784455204516302,Computer Information Systems,1,0,1,0,0,P
3442,Queens,21.467177175279772,3.2235194217015883,0.5015873616993032,Computer Information Systems,1,1,0,1,1,P
3443,Brooklyn,17.692678832761278,3.673222210036924,3.9759813185605126,Computer Information Systems,1,1,0,1,1,P
3444,Manhattan,19.999698856304043,3.559466602864141,-0.12232339190318609,Computer Information Systems,1,1,1,1,0,P
3445,Outside NYC,19.964640124925584,2.260867974446979,0.17207687097588753,Computer Science,0,1,1,1,1,P
3446,Queens,24.050679165900608,3.944746186611281,-1.5028621696198572,Computer Information Systems,1,1,1,1,1,P
