index,borough,age,gpa,days_missed,major,full_time,freshman,first_generation,employed,pell_grant,grade
13645,Queens,22.920764553177477,1.7939451818876806,14,Computer Science,1,1,1,1,1,DWFI
9873,Staten Island,27.28035771482807,2.624057219067601,12,Computer Science,1,1,0,0,0,DWFI
14379,Outside NYC,21.50239972474153,2.0601455665777038,16,Computer Information Systems,1,1,1,1,1,DWFI
4621,Outside NYC,22.65831968834131,2.5303512655942666,14,Computer Information Systems,0,0,1,1,1,DWFI
12839,Brooklyn,18.3135606403256,3.6826907965435622,3,Computer Information Systems,1,1,1,1,0,P
5179,Bronx,26.65176064664968,3.603204609945365,2,Computer Science,1,1,0,1,0,P
13993,Queens,27.830476010815843,2.747688652091084,13,Computer Information Systems,1,1,0,0,1,DWFI
1070,Outside NYC,25.137991671015893,2.733693657295797,3,Computer Information Systems,1,1,1,0,0,P
10302,Brooklyn,20.52584414761984,3.238726246953182,4,Computer Information Systems,1,1,1,1,0,P
11952,Outside NYC,21.66156223071547,3.3443614788815204,14,Computer Information Systems,0,1,1,0,1,DWFI
5111,Outside NYC,22.96461430204549,3.737603183088117,6,Computer Science,0,0,0,0,1,P
972,Queens,23.09678447800864,3.205417427766037,3,Computer Information Systems,1,0,1,1,1,P
9872,Outside NYC,23.348672864405422,2.804201796849618,17,Computer Information Systems,1,1,1,0,1,DWFI
1513,Queens,27.67425810604844,3.1347585606528874,3,Computer Information Systems,1,1,0,1,1,P
13205,Manhattan,31.673199473179967,2.419513448798531,2,Computer Information Systems,1,0,0,1,1,P
1564,Outside NYC,17.584874290756343,2.6567378788949485,1,Computer Information Systems,1,1,1,0,1,P
15511,Outside NYC,18.46353425284525,2.1887737192160723,2,Computer Information Systems,1,0,0,0,1,P
6463,Outside NYC,24.42430551991001,3.042768660867332,4,Computer Science,1,0,1,0,1,P
8988,Outside NYC,15.831029937966,3.756012395209608,17,Computer Information Systems,1,1,1,1,1,DWFI
10382,Outside NYC,22.864618482086776,3.2971478031188584,3,Computer Information Systems,1,0,0,1,0,P
13190,Outside NYC,19.684983980718204,2.8875655196846184,12,Computer Science,1,1,1,0,0,DWFI
13618,Queens,24.575350945710078,2.883661359662657,3,Computer Information Systems,0,0,1,1,1,P
16080,Manhattan,22.469966774677488,3.157545392843724,3,Computer Science,1,1,1,0,0,P
2929,Brooklyn,22.235393454676142,3.9349262474145874,5,Computer Information Systems,1,1,1,0,0,P
10449,Staten Island,18.054445741526667,3.019209058446432,19,Computer Information Systems,0,1,1,1,0,DWFI
13797,Outside NYC,22.23795986331084,2.5259426229670607,15,Computer Information Systems,0,1,1,1,1,DWFI
6368,Queens,16.335725731948276,2.4239382608609223,8,Computer Information Systems,1,1,1,0,0,P
14209,Outside NYC,21.190013307762428,3.3749789655202007,16,Computer Science,1,1,1,0,1,DWFI
3569,Brooklyn,32.042376615776085,3.2602352368532883,1,Computer Science,1,1,1,0,1,P
3833,Manhattan,29.94727977906844,2.719103115051144,2,Computer Information Systems,1,1,1,0,0,P
16476,Bronx,24.555946907611663,3.266212840603656,3,Computer Information Systems,0,1,0,0,1,P
13463,Outside NYC,27.69521870441165,3.291191658740376,1,Computer Information Systems,1,0,0,0,0,P
8926,Manhattan,21.460771059217333,2.859544511025444,12,Computer Information Systems,1,1,0,1,1,DWFI
15163,Outside NYC,22.206587670068323,3.657181381098741,0,Computer Information Systems,0,0,1,1,0,P
6707,Outside NYC,32.9959022734782,2.5676694603841854,9,Computer Science,1,1,1,0,1,DWFI
13058,Brooklyn,20.564801766104008,3.360091978467884,15,Computer Science,1,1,0,1,1,DWFI
16543,Queens,30.785272085222918,2.5534777338777657,14,Computer Science,1,1,1,1,0,DWFI
11015,Outside NYC,28.24999654674677,3.0499049580422843,11,Computer Science,0,0,1,1,0,DWFI
8268,Outside NYC,15.280801565775336,2.975882592536221,15,Computer Information Systems,0,0,0,0,0,DWFI
8020,Outside NYC,18.631974211343344,3.2577019826266387,3,Computer Science,1,1,0,0,1,P
4065,Outside NYC,17.237495452445998,3.325050335637429,2,Computer Information Systems,0,1,1,1,0,P
12156,Outside NYC,23.06408917567548,2.5359324264537006,2,Computer Information Systems,1,1,1,0,0,P
11580,Brooklyn,29.023415149064963,2.375966382911874,7,Computer Information Systems,1,1,1,0,0,P
2835,Brooklyn,21.224725300426822,3.305274442458682,3,Computer Information Systems,1,1,0,0,1,P
8783,Brooklyn,26.3081838676397,3.8031020277820415,5,Computer Information Systems,1,1,1,0,1,P
1068,Manhattan,26.45798663680065,4.137007944718382,1,Computer Information Systems,0,1,1,1,0,P
14475,Outside NYC,23.54552219723713,1.759209117475596,10,Computer Science,0,1,1,1,0,DWFI
2349,Brooklyn,22.246457988979493,3.532056507270825,3,Computer Information Systems,1,0,1,0,1,P
4178,Outside NYC,20.64839071139904,2.585631980918069,11,Computer Information Systems,0,1,0,1,0,DWFI
15076,Outside NYC,22.688443856139365,2.92701611241232,3,Computer Information Systems,1,0,1,0,0,P
11944,Outside NYC,22.3887681796088,2.667966987563449,13,Computer Science,0,1,1,1,1,DWFI
13114,Outside NYC,19.66846484737815,2.342186925431182,9,Computer Science,1,0,0,1,0,DWFI
13122,Staten Island,24.16991787131191,2.7656225337683598,1,Computer Information Systems,1,1,0,0,1,P
5940,Bronx,21.97507677854284,3.147619704414222,6,Computer Information Systems,1,1,1,0,0,P
15742,Queens,24.92500772836207,3.5839159931400326,18,Computer Information Systems,1,1,0,1,0,DWFI
9472,Outside NYC,19.458706287953603,3.785133727215951,4,Computer Information Systems,1,0,1,0,0,P
15361,Outside NYC,20.12196967128656,2.116167100686748,7,Computer Information Systems,1,1,1,0,0,P
11936,Outside NYC,19.62188042463013,2.32608775012338,23,Computer Science,1,1,1,1,0,DWFI
11465,Queens,25.087642682093684,2.3334220273460597,21,Computer Science,1,1,1,1,1,DWFI
8760,Outside NYC,26.673538518325977,2.9077274539925866,2,Computer Science,1,1,0,0,0,P
14016,Brooklyn,27.5372809696016,3.025728640568748,3,Computer Information Systems,1,0,0,1,1,P
14158,Outside NYC,26.968578279622577,3.5203609050338587,2,Computer Information Systems,1,1,1,0,1,P
6855,Queens,28.28154164171127,3.312405799531837,4,Computer Information Systems,1,0,1,0,1,P
11400,Queens,25.347833055800272,2.8884667813846123,2,Computer Science,0,1,1,1,0,P
5690,Outside NYC,25.45598268983166,3.213150484737347,2,Computer Information Systems,0,0,1,0,0,P
6677,Outside NYC,19.62977110218085,2.382964055000578,2,Computer Information Systems,1,0,1,0,0,P
9775,Outside NYC,26.86984534808405,2.7639254598188185,16,Computer Information Systems,0,1,1,0,1,DWFI
7955,Outside NYC,20.599948424357567,2.3555503308582746,12,Computer Information Systems,0,0,1,0,1,DWFI
1310,Outside NYC,25.87217483261611,2.9257055539812367,3,Computer Information Systems,1,0,0,1,0,P
9306,Bronx,22.148775921698583,4.179775188648975,3,Computer Science,0,1,0,0,0,P
11132,Brooklyn,26.072139455075657,3.3497939918320085,19,Computer Information Systems,1,1,1,1,1,DWFI
9479,Bronx,21.727194508654847,3.629650790345817,17,Computer Science,0,1,1,0,1,DWFI
10388,Bronx,26.897351164290203,2.214089009227029,16,Computer Science,0,1,1,1,1,DWFI
11131,Manhattan,26.47541558394059,2.9363015899959217,14,Computer Information Systems,1,1,0,0,0,DWFI
4163,Manhattan,15.344714408708192,3.40847870651746,11,Computer Science,1,0,1,1,1,DWFI
19,Outside NYC,22.394470204652027,3.1897784916914027,2,Computer Information Systems,0,1,0,0,1,P
7502,Manhattan,24.46141684966613,3.488846438991566,14,Computer Science,1,1,0,1,0,DWFI
10355,Outside NYC,21.42270591804743,3.835173784559768,15,Computer Information Systems,0,1,1,1,1,DWFI
10390,Queens,27.678341254568963,2.3774655564772083,3,Computer Science,0,1,0,0,0,P
14642,Manhattan,22.328211816682764,3.211808616256538,3,Computer Information Systems,1,1,1,1,0,P
7464,Brooklyn,25.61719097874781,4.043003663066685,0,Computer Information Systems,1,0,1,0,1,P
10200,Outside NYC,22.429687844685493,2.863115513717204,0,Computer Information Systems,1,0,1,0,0,P
9152,Queens,24.78703413474172,3.615791488775921,8,Computer Science,1,0,0,0,0,P
14048,Bronx,19.61137762012105,3.614516843144614,1,Computer Information Systems,1,1,1,1,1,P
6921,Bronx,20.61211459855256,2.658890199968937,13,Computer Information Systems,1,1,1,1,1,DWFI
4629,Outside NYC,19.08455886574077,2.823167033030746,2,Computer Information Systems,0,1,1,0,0,P
10549,Staten Island,29.135575154376497,2.984133929779908,12,Computer Information Systems,1,1,0,1,1,DWFI
2546,Queens,28.72875112736189,3.180003372122246,1,Computer Information Systems,0,1,1,0,0,P
4804,Brooklyn,30.65753047810209,3.0813412976252943,15,Computer Science,0,0,0,1,1,DWFI
10809,Outside NYC,25.530024753260967,1.7119762245227117,18,Computer Information Systems,0,1,0,1,1,DWFI
3659,Brooklyn,29.051080134128725,2.949998741900089,6,Computer Science,1,0,0,0,0,P
15199,Bronx,24.976597245955684,2.133511166086384,3,Computer Information Systems,1,0,1,0,1,P
5171,Brooklyn,19.762433722698876,2.3810615604340644,3,Computer Information Systems,1,0,0,1,0,P
8563,Queens,22.933405929226367,3.609617142769961,2,Computer Information Systems,1,1,0,0,1,P
11756,Queens,26.22255190445074,3.670112062201949,6,Computer Information Systems,0,1,0,0,1,P
4389,Manhattan,22.165097524004445,2.845507177083731,6,Computer Science,0,0,1,0,1,P
5680,Outside NYC,25.426428268148435,2.9767562215247785,2,Computer Information Systems,0,1,1,0,0,P
2350,Outside NYC,23.19512057407273,2.9586462001976392,2,Computer Information Systems,1,1,0,0,0,P
7257,Brooklyn,24.25256267557079,3.0974425251670272,2,Computer Science,1,1,1,1,0,P
15308,Outside NYC,22.59045035261984,2.528291371140514,8,Computer Information Systems,1,1,0,0,1,DWFI
5073,Queens,24.575351596922925,2.8031570384162703,12,Computer Information Systems,0,1,0,1,1,DWFI
13423,Bronx,28.67767839378144,2.134079166280608,1,Computer Information Systems,1,1,0,0,1,P
7663,Outside NYC,22.3673404030244,2.896467779535694,20,Computer Information Systems,0,0,1,1,1,DWFI
15385,Bronx,19.98106238019496,1.6118127441674228,13,Computer Information Systems,1,0,1,0,1,DWFI
4388,Outside NYC,20.001172347125387,3.155398649533068,2,Computer Information Systems,1,1,0,1,0,P
1844,Queens,19.59812713597069,2.8621553383797926,1,Computer Information Systems,0,0,1,0,0,P
7536,Manhattan,21.61724535259762,3.0052022921375605,3,Computer Information Systems,0,1,1,0,0,P
16104,Manhattan,19.693519603928536,2.4019057565994317,12,Computer Science,1,1,1,1,1,DWFI
12731,Outside NYC,26.85718804114609,3.156123136900096,17,Computer Science,0,1,1,1,0,DWFI
9990,Manhattan,20.46442130479071,3.148685796406933,18,Computer Information Systems,1,1,1,1,0,DWFI
10661,Brooklyn,28.054892742503537,4.020797182641232,11,Computer Information Systems,0,1,0,1,1,DWFI
502,Outside NYC,22.112062601226423,2.992402682360068,3,Computer Information Systems,1,0,0,0,0,P
2486,Brooklyn,17.826427220093933,3.4235250412340537,1,Computer Information Systems,1,0,0,0,0,P
13984,Outside NYC,22.562868541103143,2.6991581117016312,2,Computer Information Systems,1,0,1,0,1,P
12146,Outside NYC,25.75323544025845,3.022132275512937,0,Computer Information Systems,0,0,0,0,1,P
12175,Queens,29.56144744300132,2.5784546168740103,2,Computer Science,1,1,1,0,0,P
2539,Bronx,21.165118603685237,3.3138823127447274,2,Computer Information Systems,1,1,1,0,0,P
13331,Outside NYC,26.21695165548027,3.769259907743267,16,Computer Information Systems,0,0,1,1,1,DWFI
2725,Outside NYC,21.72838710432754,2.319865943989939,3,Computer Information Systems,1,1,1,0,0,P
10827,Manhattan,27.65248292096404,2.661209469684384,2,Computer Information Systems,1,1,1,0,0,P
5942,Brooklyn,25.51473765467456,2.92083813172719,3,Computer Science,1,0,1,0,1,P
2969,Queens,17.399506076517483,3.703381235542164,2,Computer Information Systems,1,0,0,0,1,P
16988,Outside NYC,19.485324520115952,2.8881064518576705,0,Computer Science,1,0,1,1,1,P
10125,Outside NYC,23.04474626728339,2.3798770355161736,13,Computer Information Systems,0,1,1,1,1,DWFI
15409,Outside NYC,30.02175769858696,2.728149624776645,3,Computer Science,0,0,1,1,0,P
2337,Staten Island,17.830089443180125,3.3144070833032497,4,Computer Science,1,0,0,0,0,P
5310,Brooklyn,26.151956341291697,3.6494395703741422,3,Computer Science,0,1,1,1,1,P
6385,Outside NYC,21.130334606693825,4.389141615143651,5,Computer Information Systems,1,1,1,1,1,P
16980,Outside NYC,20.332862958266546,3.348786325275832,14,Computer Information Systems,1,0,0,0,1,DWFI
6306,Outside NYC,18.93979289742255,2.927902772202328,3,Computer Information Systems,1,1,0,1,0,P
15087,Brooklyn,21.501291448860076,3.066152037355327,4,Computer Information Systems,0,1,0,1,0,P
8894,Bronx,24.87442514916198,2.389214708741522,4,Computer Information Systems,1,1,1,1,0,P
13119,Outside NYC,23.232596030522107,2.665517268361974,13,Computer Science,1,1,1,1,1,DWFI
12201,Outside NYC,26.62140656189369,3.72925867962996,16,Computer Information Systems,0,0,1,1,1,DWFI
7737,Outside NYC,28.841436880974825,3.766628639332758,3,Computer Information Systems,0,0,1,0,0,P
11781,Bronx,29.20812352364113,3.913513458123804,5,Computer Information Systems,0,0,0,1,1,P
1877,Brooklyn,31.17589970442648,2.4654033697929463,4,Computer Information Systems,0,0,1,1,0,P
11823,Outside NYC,24.70421589425624,3.017396565261879,17,Computer Science,0,1,0,1,1,DWFI
1783,Outside NYC,19.855712872904448,2.653630057815394,3,Computer Information Systems,0,1,1,0,0,P
8509,Outside NYC,22.490185223582216,3.3865045833582683,10,Computer Science,0,0,1,0,1,DWFI
13115,Outside NYC,20.202917506781457,2.45166064879331,7,Computer Information Systems,1,1,1,1,0,DWFI
5268,Manhattan,18.466886955514457,3.5228423618997824,4,Computer Information Systems,0,1,1,0,0,P
11301,Manhattan,28.48521848998972,3.4199013834738183,5,Computer Information Systems,1,1,0,0,0,P
11281,Outside NYC,27.78404532873687,3.3167449302856973,11,Computer Information Systems,1,1,1,0,1,DWFI
13361,Manhattan,22.691764592613428,3.4847832052816905,3,Computer Information Systems,0,1,0,1,0,P
1380,Queens,24.528132161963768,2.8390232808116096,0,Computer Information Systems,1,1,1,1,1,P
7957,Brooklyn,22.061344980259864,2.8617854467211497,17,Computer Information Systems,1,0,1,0,0,DWFI
3605,Outside NYC,25.43449615848686,2.6113471391759187,1,Computer Information Systems,1,1,1,1,1,P
11161,Outside NYC,23.24361254564001,2.731606905395998,20,Computer Science,0,1,0,1,1,DWFI
14967,Queens,14.790435574502844,3.298179545592564,15,Computer Science,0,1,1,0,0,DWFI
15486,Outside NYC,15.534167163590286,2.17401991137199,16,Computer Science,1,1,0,1,0,DWFI
12561,Outside NYC,23.27184574603216,2.653484578158704,3,Computer Information Systems,0,1,0,1,0,P
12708,Outside NYC,24.03976542171045,3.1611690924907125,14,Computer Information Systems,1,1,0,1,0,DWFI
7748,Queens,24.156223709080805,3.556281671108321,2,Computer Science,1,1,0,0,1,P
13727,Outside NYC,19.8771280264935,3.330147574753176,18,Computer Science,1,1,1,0,1,DWFI
1553,Outside NYC,31.123956246166003,3.4202994848013635,5,Computer Information Systems,1,1,0,0,1,P
6143,Outside NYC,19.30807697804987,3.808358558640789,13,Computer Information Systems,0,1,1,1,0,DWFI
2481,Brooklyn,19.259238908095465,2.8177524216154635,4,Computer Information Systems,1,1,1,0,0,P
11508,Bronx,23.82682182358945,3.651472810184954,13,Computer Science,0,1,0,1,0,DWFI
9437,Manhattan,13.468521967686195,2.208855938657094,18,Computer Information Systems,1,1,1,1,1,DWFI
12027,Staten Island,14.324989244634915,2.332332427075829,13,Computer Science,0,0,1,1,0,DWFI
11517,Manhattan,28.65761347173575,3.24055694674131,0,Computer Science,1,1,0,1,0,P
9562,Outside NYC,23.45054280198738,2.6952132247953102,15,Computer Information Systems,1,0,1,1,1,DWFI
5798,Outside NYC,15.884363696295598,1.995156789292898,19,Computer Information Systems,0,0,1,1,0,DWFI
15181,Manhattan,21.68487738087116,3.903652991049906,12,Computer Science,1,1,1,1,0,DWFI
11444,Manhattan,31.408249647217737,3.370995793115542,16,Computer Information Systems,0,1,1,1,1,DWFI
2193,Queens,23.76005266441902,3.6170789940006784,3,Computer Information Systems,1,0,1,1,1,P
1043,Outside NYC,21.284703241550787,2.918325027161392,3,Computer Information Systems,0,1,1,1,1,P
13996,Queens,24.111515760849304,3.316715094116571,10,Computer Science,1,1,0,1,0,P
9211,Outside NYC,25.68960406007584,3.034541368772621,19,Computer Information Systems,1,1,1,0,1,DWFI
4369,Outside NYC,19.549814859974497,3.088470073598496,2,Computer Science,1,1,0,0,0,P
1027,Outside NYC,27.70490052351697,3.2778194271680765,6,Computer Information Systems,1,1,1,1,1,P
3592,Outside NYC,31.44332619562528,3.653103970865857,4,Computer Science,0,1,1,0,0,P
2874,Queens,21.436218393757017,2.9840596275662694,2,Computer Science,0,0,0,1,1,P
7828,Bronx,23.62234451784425,3.2251885521964123,1,Computer Information Systems,0,1,1,0,0,P
2094,Outside NYC,23.18455411614389,2.8072384037543183,4,Computer Information Systems,0,0,0,1,0,P
5851,Manhattan,17.296902163871696,3.395648930086653,9,Computer Science,0,1,1,0,0,DWFI
12105,Outside NYC,28.41205274733017,3.784559230678562,10,Computer Information Systems,0,1,0,1,1,DWFI
1186,Outside NYC,23.649024627834883,1.9887187718669248,4,Computer Information Systems,1,0,1,1,1,P
4843,Outside NYC,19.89833805006453,3.624695290235034,8,Computer Information Systems,1,0,1,1,1,DWFI
2998,Queens,29.708303851800125,3.0297177137857862,2,Computer Information Systems,0,1,1,0,1,P
1825,Staten Island,23.066265088375975,2.269627483390568,3,Computer Information Systems,0,0,0,0,0,P
9260,Outside NYC,20.86817573970427,3.0674109305422284,4,Computer Information Systems,0,0,1,0,0,P
8073,Outside NYC,18.41018933157027,2.310182179965794,12,Computer Science,1,1,1,0,1,DWFI
13526,Outside NYC,24.813138932408997,2.594866167163448,16,Computer Information Systems,1,1,1,0,1,DWFI
13309,Outside NYC,25.0264765589419,4.266014845448402,2,Computer Science,1,0,1,0,0,P
11448,Outside NYC,26.313872489428757,3.6769683005730105,1,Computer Information Systems,1,0,1,1,1,P
6334,Manhattan,24.130920823931977,3.164352699594677,3,Computer Information Systems,1,0,1,0,0,P
2302,Queens,23.16293651775564,2.568875839985533,4,Computer Information Systems,1,0,1,0,1,P
3098,Brooklyn,23.099240428541652,4.15204426287119,3,Computer Science,0,1,0,0,0,P
8086,Outside NYC,24.036558948226915,3.5104636287155344,2,Computer Information Systems,0,0,1,0,0,P
11257,Brooklyn,20.45204363204824,2.515846657018919,17,Computer Science,0,1,1,1,1,DWFI
4022,Brooklyn,35.550022469597614,2.2898916076302136,3,Computer Information Systems,0,0,0,0,1,P
16032,Bronx,20.209929883839845,2.9700001855971485,2,Computer Science,1,1,0,0,0,P
4466,Outside NYC,26.81438213328042,4.057720633826156,4,Computer Information Systems,1,1,0,0,1,P
471,Brooklyn,25.80480292136076,2.816538924451601,4,Computer Information Systems,1,0,0,1,0,P
8182,Brooklyn,17.68512431424722,2.3357073167516127,14,Computer Information Systems,0,1,1,1,1,DWFI
3062,Queens,29.39468611072697,3.293708156678409,3,Computer Science,1,0,1,1,0,P
16554,Queens,23.93536494078183,2.8345768486207703,3,Computer Information Systems,1,0,1,0,0,P
16526,Bronx,25.455813113416177,4.059469611928834,6,Computer Science,0,1,0,1,0,P
